date,location,tourist_count,latitude,longitude,type,capacity,density
2025-11-25,Udaipur Lakes,3855,24.5854,73.7125,heritage,30000,12.8
2025-11-25,Rishikesh,2977,30.0869,78.2676,spiritual,28000,10.6
2025-11-25,Munnar Hills,1886,10.0889,77.0595,eco,22000,8.6
2025-11-26,Goa Beach,5112,15.2993,73.9512,coastal,50000,10.2
2025-11-26,Taj Mahal,3811,27.1751,78.0421,heritage,40000,9.5
2025-11-26,Jaipur Fort,4015,26.9855,75.8513,heritage,35000,11.5
2025-11-26,Kerala Backwaters,1747,9.4981,76.3388,eco,25000,7.0
2025-11-26,Hampi Ruins,3149,15.335,76.46,heritage,20000,15.7
2025-11-26,Udaipur Lakes,3393,24.5854,73.7125,heritage,30000,11.3
2025-11-26,Rishikesh,3125,30.0869,78.2676,spiritual,28000,11.2
2025-11-26,Munnar Hills,2079,10.0889,77.0595,eco,22000,9.4
2025-11-27,Goa Beach,5040,15.2993,73.9512,coastal,50000,10.1
2025-11-27,Taj Mahal,3761,27.1751,78.0421,heritage,40000,9.4
2025-11-27,Jaipur Fort,3526,26.9855,75.8513,heritage,35000,10.1
2025-11-27,Kerala Backwaters,2092,9.4981,76.3388,eco,25000,8.4
2025-11-27,Hampi Ruins,3152,15.335,76.46,heritage,20000,15.8
2025-11-27,Udaipur Lakes,3518,24.5854,73.7125,heritage,30000,11.7
2025-11-27,Rishikesh,3269,30.0869,78.2676,spiritual,28000,11.7
2025-11-27,Munnar Hills,1866,10.0889,77.0595,eco,22000,8.5
2025-11-28,Goa Beach,4408,15.2993,73.9512,coastal,50000,8.8
2025-11-28,Taj Mahal,3303,27.1751,78.0421,heritage,40000,8.3
2025-11-28,Jaipur Fort,3554,26.9855,75.8513,heritage,35000,10.2
2025-11-28,Kerala Backwaters,2163,9.4981,76.3388,eco,25000,8.7
2025-11-28,Hampi Ruins,3673,15.335,76.46,heritage,20000,18.4
2025-11-28,Udaipur Lakes,3708,24.5854,73.7125,heritage,30000,12.4
2025-11-28,Rishikesh,3407,30.0869,78.2676,spiritual,28000,12.2
2025-11-28,Munnar Hills,1996,10.0889,77.0595,eco,22000,9.1
2025-11-29,Goa Beach,7854,15.2993,73.9512,coastal,50000,15.7
2025-11-29,Taj Mahal,5312,27.1751,78.0421,heritage,40000,13.3
2025-11-29,Jaipur Fort,5129,26.9855,75.8513,heritage,35000,14.7
2025-11-29,Kerala Backwaters,2899,9.4981,76.3388,eco,25000,11.6
2025-11-29,Hampi Ruins,4345,15.335,76.46,heritage,20000,21.7
2025-11-29,Udaipur Lakes,5133,24.5854,73.7125,heritage,30000,17.1
2025-11-29,Rishikesh,4177,30.0869,78.2676,spiritual,28000,14.9
2025-11-29,Munnar Hills,2759,10.0889,77.0595,eco,22000,12.5
2025-11-30,Goa Beach,7566,15.2993,73.9512,coastal,50000,15.1
2025-11-30,Taj Mahal,4221,27.1751,78.0421,heritage,40000,10.6
2025-11-30,Jaipur Fort,4585,26.9855,75.8513,heritage,35000,13.1
2025-11-30,Kerala Backwaters,2423,9.4981,76.3388,eco,25000,9.7
2025-11-30,Hampi Ruins,5405,15.335,76.46,heritage,20000,27.0
2025-11-30,Udaipur Lakes,4575,24.5854,73.7125,heritage,30000,15.2
2025-11-30,Rishikesh,4802,30.0869,78.2676,spiritual,28000,17.2
2025-11-30,Munnar Hills,2664,10.0889,77.0595,eco,22000,12.1
2025-12-01,Goa Beach,7191,15.2993,73.9512,coastal,50000,14.4
2025-12-01,Taj Mahal,4977,27.1751,78.0421,heritage,40000,12.4
2025-12-01,Jaipur Fort,4737,26.9855,75.8513,heritage,35000,13.5
2025-12-01,Kerala Backwaters,2928,9.4981,76.3388,eco,25000,11.7
2025-12-01,Hampi Ruins,5668,15.335,76.46,heritage,20000,28.3
2025-12-01,Udaipur Lakes,5414,24.5854,73.7125,heritage,30000,18.0
2025-12-01,Rishikesh,4380,30.0869,78.2676,spiritual,28000,15.6
2025-12-01,Munnar Hills,3359,10.0889,77.0595,eco,22000,15.3
2025-12-02,Goa Beach,7171,15.2993,73.9512,coastal,50000,14.3
2025-12-02,Taj Mahal,5741,27.1751,78.0421,heritage,40000,14.4
2025-12-02,Jaipur Fort,5911,26.9855,75.8513,heritage,35000,16.9
2025-12-02,Kerala Backwaters,3030,9.4981,76.3388,eco,25000,12.1
2025-12-02,Hampi Ruins,5567,15.335,76.46,heritage,20000,27.8
2025-12-02,Udaipur Lakes,5743,24.5854,73.7125,heritage,30000,19.1
2025-12-02,Rishikesh,5018,30.0869,78.2676,spiritual,28000,17.9
2025-12-02,Munnar Hills,3323,10.0889,77.0595,eco,22000,15.1
2025-12-03,Goa Beach,8428,15.2993,73.9512,coastal,50000,16.9
2025-12-03,Taj Mahal,5850,27.1751,78.0421,heritage,40000,14.6
2025-12-03,Jaipur Fort,5619,26.9855,75.8513,heritage,35000,16.1
2025-12-03,Kerala Backwaters,2583,9.4981,76.3388,eco,25000,10.3
2025-12-03,Hampi Ruins,6019,15.335,76.46,heritage,20000,30.1
2025-12-03,Udaipur Lakes,5314,24.5854,73.7125,heritage,30000,17.7
2025-12-03,Rishikesh,4769,30.0869,78.2676,spiritual,28000,17.0
2025-12-03,Munnar Hills,3269,10.0889,77.0595,eco,22000,14.9
2025-12-04,Goa Beach,7749,15.2993,73.9512,coastal,50000,15.5
2025-12-04,Taj Mahal,5833,27.1751,78.0421,heritage,40000,14.6
2025-12-04,Jaipur Fort,5660,26.9855,75.8513,heritage,35000,16.2
2025-12-04,Kerala Backwaters,2856,9.4981,76.3388,eco,25000,11.4
2025-12-04,Hampi Ruins,5342,15.335,76.46,heritage,20000,26.7
2025-12-04,Udaipur Lakes,4493,24.5854,73.7125,heritage,30000,15.0
2025-12-04,Rishikesh,4730,30.0869,78.2676,spiritual,28000,16.9
2025-12-04,Munnar Hills,3196,10.0889,77.0595,eco,22000,14.5
2025-12-05,Goa Beach,7939,15.2993,73.9512,coastal,50000,15.9
2025-12-05,Taj Mahal,6027,27.1751,78.0421,heritage,40000,15.1
2025-12-05,Jaipur Fort,5919,26.9855,75.8513,heritage,35000,16.9
2025-12-05,Kerala Backwaters,3088,9.4981,76.3388,eco,25000,12.4
2025-12-05,Hampi Ruins,4691,15.335,76.46,heritage,20000,23.5
2025-12-05,Udaipur Lakes,4902,24.5854,73.7125,heritage,30000,16.3
2025-12-05,Rishikesh,3923,30.0869,78.2676,spiritual,28000,14.0
2025-12-05,Munnar Hills,3350,10.0889,77.0595,eco,22000,15.2
2025-12-06,Goa Beach,11128,15.2993,73.9512,coastal,50000,22.3
2025-12-06,Taj Mahal,8411,27.1751,78.0421,heritage,40000,21.0
2025-12-06,Jaipur Fort,7705,26.9855,75.8513,heritage,35000,22.0
2025-12-06,Kerala Backwaters,3666,9.4981,76.3388,eco,25000,14.7
2025-12-06,Hampi Ruins,6534,15.335,76.46,heritage,20000,32.7
2025-12-06,Udaipur Lakes,7485,24.5854,73.7125,heritage,30000,24.9
2025-12-06,Rishikesh,6179,30.0869,78.2676,spiritual,28000,22.1
2025-12-06,Munnar Hills,4301,10.0889,77.0595,eco,22000,19.6
2025-12-07,Goa Beach,10701,15.2993,73.9512,coastal,50000,21.4
2025-12-07,Taj Mahal,7801,27.1751,78.0421,heritage,40000,19.5
2025-12-07,Jaipur Fort,7665,26.9855,75.8513,heritage,35000,21.9
2025-12-07,Kerala Backwaters,4188,9.4981,76.3388,eco,25000,16.8
2025-12-07,Hampi Ruins,7946,15.335,76.46,heritage,20000,39.7
2025-12-07,Udaipur Lakes,7766,24.5854,73.7125,heritage,30000,25.9
2025-12-07,Rishikesh,5887,30.0869,78.2676,spiritual,28000,21.0
2025-12-07,Munnar Hills,4772,10.0889,77.0595,eco,22000,21.7
2025-12-08,Goa Beach,7830,15.2993,73.9512,coastal,50000,15.7
2025-12-08,Taj Mahal,4488,27.1751,78.0421,heritage,40000,11.2
2025-12-08,Jaipur Fort,5526,26.9855,75.8513,heritage,35000,15.8
2025-12-08,Kerala Backwaters,3247,9.4981,76.3388,eco,25000,13.0
2025-12-08,Hampi Ruins,4582,15.335,76.46,heritage,20000,22.9
2025-12-08,Udaipur Lakes,5379,24.5854,73.7125,heritage,30000,17.9
2025-12-08,Rishikesh,5144,30.0869,78.2676,spiritual,28000,18.4
2025-12-08,Munnar Hills,3307,10.0889,77.0595,eco,22000,15.0
2025-12-09,Goa Beach,8409,15.2993,73.9512,coastal,50000,16.8
2025-12-09,Taj Mahal,5452,27.1751,78.0421,heritage,40000,13.6
2025-12-09,Jaipur Fort,5608,26.9855,75.8513,heritage,35000,16.0
2025-12-09,Kerala Backwaters,2920,9.4981,76.3388,eco,25000,11.7
2025-12-09,Hampi Ruins,4758,15.335,76.46,heritage,20000,23.8
2025-12-09,Udaipur Lakes,5587,24.5854,73.7125,heritage,30000,18.6
2025-12-09,Rishikesh,3989,30.0869,78.2676,spiritual,28000,14.2
2025-12-09,Munnar Hills,3314,10.0889,77.0595,eco,22000,15.1
2025-12-10,Goa Beach,8588,15.2993,73.9512,coastal,50000,17.2
2025-12-10,Taj Mahal,5691,27.1751,78.0421,heritage,40000,14.2
2025-12-10,Jaipur Fort,4676,26.9855,75.8513,heritage,35000,13.4
2025-12-10,Kerala Backwaters,3205,9.4981,76.3388,eco,25000,12.8
2025-12-10,Hampi Ruins,5514,15.335,76.46,heritage,20000,27.6
2025-12-10,Udaipur Lakes,5646,24.5854,73.7125,heritage,30000,18.8
2025-12-10,Rishikesh,4495,30.0869,78.2676,spiritual,28000,16.1
2025-12-10,Munnar Hills,3371,10.0889,77.0595,eco,22000,15.3
2025-12-11,Goa Beach,8583,15.2993,73.9512,coastal,50000,17.2
2025-12-11,Taj Mahal,5937,27.1751,78.0421,heritage,40000,14.8
2025-12-11,Jaipur Fort,5632,26.9855,75.8513,heritage,35000,16.1
2025-12-11,Kerala Backwaters,3189,9.4981,76.3388,eco,25000,12.8
2025-12-11,Hampi Ruins,5196,15.335,76.46,heritage,20000,26.0
2025-12-11,Udaipur Lakes,5019,24.5854,73.7125,heritage,30000,16.7
2025-12-11,Rishikesh,4228,30.0869,78.2676,spiritual,28000,15.1
2025-12-11,Munnar Hills,2794,10.0889,77.0595,eco,22000,12.7
2025-12-12,Goa Beach,7687,15.2993,73.9512,coastal,50000,15.4
2025-12-12,Taj Mahal,5366,27.1751,78.0421,heritage,40000,13.4
2025-12-12,Jaipur Fort,5994,26.9855,75.8513,heritage,35000,17.1
2025-12-12,Kerala Backwaters,2639,9.4981,76.3388,eco,25000,10.6
2025-12-12,Hampi Ruins,4972,15.335,76.46,heritage,20000,24.9
2025-12-12,Udaipur Lakes,5750,24.5854,73.7125,heritage,30000,19.2
2025-12-12,Rishikesh,4843,30.0869,78.2676,spiritual,28000,17.3
2025-12-12,Munnar Hills,2558,10.0889,77.0595,eco,22000,11.6
2025-12-13,Goa Beach,9536,15.2993,73.9512,coastal,50000,19.1
2025-12-13,Taj Mahal,8334,27.1751,78.0421,heritage,40000,20.8
2025-12-13,Jaipur Fort,7690,26.9855,75.8513,heritage,35000,22.0
2025-12-13,Kerala Backwaters,4381,9.4981,76.3388,eco,25000,17.5
2025-12-13,Hampi Ruins,7940,15.335,76.46,heritage,20000,39.7
2025-12-13,Udaipur Lakes,7218,24.5854,73.7125,heritage,30000,24.1
2025-12-13,Rishikesh,5373,30.0869,78.2676,spiritual,28000,19.2
2025-12-13,Munnar Hills,4742,10.0889,77.0595,eco,22000,21.6
2025-12-14,Goa Beach,11578,15.2993,73.9512,coastal,50000,23.2
2025-12-14,Taj Mahal,6789,27.1751,78.0421,heritage,40000,17.0
2025-12-14,Jaipur Fort,8337,26.9855,75.8513,heritage,35000,23.8
2025-12-14,Kerala Backwaters,4322,9.4981,76.3388,eco,25000,17.3
2025-12-14,Hampi Ruins,6519,15.335,76.46,heritage,20000,32.6
2025-12-14,Udaipur Lakes,7356,24.5854,73.7125,heritage,30000,24.5
2025-12-14,Rishikesh,7134,30.0869,78.2676,spiritual,28000,25.5
2025-12-14,Munnar Hills,4721,10.0889,77.0595,eco,22000,21.5
2025-12-15,Goa Beach,7970,15.2993,73.9512,coastal,50000,15.9
2025-12-15,Taj Mahal,5970,27.1751,78.0421,heritage,40000,14.9
2025-12-15,Jaipur Fort,5727,26.9855,75.8513,heritage,35000,16.4
2025-12-15,Kerala Backwaters,3201,9.4981,76.3388,eco,25000,12.8
2025-12-15,Hampi Ruins,4811,15.335,76.46,heritage,20000,24.1
2025-12-15,Udaipur Lakes,5135,24.5854,73.7125,heritage,30000,17.1
2025-12-15,Rishikesh,4711,30.0869,78.2676,spiritual,28000,16.8
2025-12-15,Munnar Hills,3413,10.0889,77.0595,eco,22000,15.5
2025-12-16,Goa Beach,7649,15.2993,73.9512,coastal,50000,15.3
2025-12-16,Taj Mahal,5444,27.1751,78.0421,heritage,40000,13.6
2025-12-16,Jaipur Fort,4720,26.9855,75.8513,heritage,35000,13.5
2025-12-16,Kerala Backwaters,3412,9.4981,76.3388,eco,25000,13.6
2025-12-16,Hampi Ruins,5821,15.335,76.46,heritage,20000,29.1
2025-12-16,Udaipur Lakes,5718,24.5854,73.7125,heritage,30000,19.1
2025-12-16,Rishikesh,4357,30.0869,78.2676,spiritual,28000,15.6
2025-12-16,Munnar Hills,2694,10.0889,77.0595,eco,22000,12.2
2025-12-17,Goa Beach,6828,15.2993,73.9512,coastal,50000,13.7
2025-12-17,Taj Mahal,5579,27.1751,78.0421,heritage,40000,13.9
2025-12-17,Jaipur Fort,5191,26.9855,75.8513,heritage,35000,14.8
2025-12-17,Kerala Backwaters,2661,9.4981,76.3388,eco,25000,10.6
2025-12-17,Hampi Ruins,5957,15.335,76.46,heritage,20000,29.8
2025-12-17,Udaipur Lakes,5983,24.5854,73.7125,heritage,30000,19.9
2025-12-17,Rishikesh,4395,30.0869,78.2676,spiritual,28000,15.7
2025-12-17,Munnar Hills,3257,10.0889,77.0595,eco,22000,14.8
2025-12-18,Goa Beach,7461,15.2993,73.9512,coastal,50000,14.9
2025-12-18,Taj Mahal,5055,27.1751,78.0421,heritage,40000,12.6
2025-12-18,Jaipur Fort,5184,26.9855,75.8513,heritage,35000,14.8
2025-12-18,Kerala Backwaters,2807,9.4981,76.3388,eco,25000,11.2
2025-12-18,Hampi Ruins,5421,15.335,76.46,heritage,20000,27.1
2025-12-18,Udaipur Lakes,5725,24.5854,73.7125,heritage,30000,19.1
2025-12-18,Rishikesh,4733,30.0869,78.2676,spiritual,28000,16.9
2025-12-18,Munnar Hills,3101,10.0889,77.0595,eco,22000,14.1
2025-12-19,Goa Beach,7240,15.2993,73.9512,coastal,50000,14.5
2025-12-19,Taj Mahal,5912,27.1751,78.0421,heritage,40000,14.8
2025-12-19,Jaipur Fort,6010,26.9855,75.8513,heritage,35000,17.2
2025-12-19,Kerala Backwaters,2637,9.4981,76.3388,eco,25000,10.5
2025-12-19,Hampi Ruins,4589,15.335,76.46,heritage,20000,22.9
2025-12-19,Udaipur Lakes,5867,24.5854,73.7125,heritage,30000,19.6
2025-12-19,Rishikesh,4943,30.0869,78.2676,spiritual,28000,17.7
2025-12-19,Munnar Hills,2989,10.0889,77.0595,eco,22000,13.6
2025-12-20,Goa Beach,10857,15.2993,73.9512,coastal,50000,21.7
2025-12-20,Taj Mahal,7134,27.1751,78.0421,heritage,40000,17.8
2025-12-20,Jaipur Fort,7227,26.9855,75.8513,heritage,35000,20.6
2025-12-20,Kerala Backwaters,3614,9.4981,76.3388,eco,25000,14.5
2025-12-20,Hampi Ruins,8211,15.335,76.46,heritage,20000,41.1
2025-12-20,Udaipur Lakes,7467,24.5854,73.7125,heritage,30000,24.9
2025-12-20,Rishikesh,6796,30.0869,78.2676,spiritual,28000,24.3
2025-12-20,Munnar Hills,3785,10.0889,77.0595,eco,22000,17.2
2025-12-21,Goa Beach,11152,15.2993,73.9512,coastal,50000,22.3
2025-12-21,Taj Mahal,7242,27.1751,78.0421,heritage,40000,18.1
2025-12-21,Jaipur Fort,7440,26.9855,75.8513,heritage,35000,21.3
2025-12-21,Kerala Backwaters,3697,9.4981,76.3388,eco,25000,14.8
2025-12-21,Hampi Ruins,6500,15.335,76.46,heritage,20000,32.5
2025-12-21,Udaipur Lakes,7792,24.5854,73.7125,heritage,30000,26.0
2025-12-21,Rishikesh,6052,30.0869,78.2676,spiritual,28000,21.6
2025-12-21,Munnar Hills,3738,10.0889,77.0595,eco,22000,17.0
2025-12-22,Goa Beach,7681,15.2993,73.9512,coastal,50000,15.4
2025-12-22,Taj Mahal,5036,27.1751,78.0421,heritage,40000,12.6
2025-12-22,Jaipur Fort,5262,26.9855,75.8513,heritage,35000,15.0
2025-12-22,Kerala Backwaters,2670,9.4981,76.3388,eco,25000,10.7
2025-12-22,Hampi Ruins,5104,15.335,76.46,heritage,20000,25.5
2025-12-22,Udaipur Lakes,5280,24.5854,73.7125,heritage,30000,17.6
2025-12-22,Rishikesh,4660,30.0869,78.2676,spiritual,28000,16.6
2025-12-22,Munnar Hills,3040,10.0889,77.0595,eco,22000,13.8
2025-12-23,Goa Beach,7060,15.2993,73.9512,coastal,50000,14.1
2025-12-23,Taj Mahal,4465,27.1751,78.0421,heritage,40000,11.2
2025-12-23,Jaipur Fort,5871,26.9855,75.8513,heritage,35000,16.8
2025-12-23,Kerala Backwaters,3441,9.4981,76.3388,eco,25000,13.8
2025-12-23,Hampi Ruins,5986,15.335,76.46,heritage,20000,29.9
2025-12-23,Udaipur Lakes,5852,24.5854,73.7125,heritage,30000,19.5
2025-12-23,Rishikesh,4979,30.0869,78.2676,spiritual,28000,17.8
2025-12-23,Munnar Hills,2790,10.0889,77.0595,eco,22000,12.7
2025-12-24,Goa Beach,8311,15.2993,73.9512,coastal,50000,16.6
2025-12-24,Taj Mahal,4583,27.1751,78.0421,heritage,40000,11.5
2025-12-24,Jaipur Fort,4973,26.9855,75.8513,heritage,35000,14.2
2025-12-24,Kerala Backwaters,2873,9.4981,76.3388,eco,25000,11.5
2025-12-24,Hampi Ruins,5877,15.335,76.46,heritage,20000,29.4
2025-12-24,Udaipur Lakes,5250,24.5854,73.7125,heritage,30000,17.5
2025-12-24,Rishikesh,4819,30.0869,78.2676,spiritual,28000,17.2
2025-12-24,Munnar Hills,2969,10.0889,77.0595,eco,22000,13.5
2025-12-25,Goa Beach,8218,15.2993,73.9512,coastal,50000,16.4
2025-12-25,Taj Mahal,4793,27.1751,78.0421,heritage,40000,12.0
2025-12-25,Jaipur Fort,5388,26.9855,75.8513,heritage,35000,15.4
2025-12-25,Kerala Backwaters,3372,9.4981,76.3388,eco,25000,13.5
2025-12-25,Hampi Ruins,5878,15.335,76.46,heritage,20000,29.4
2025-12-25,Udaipur Lakes,5139,24.5854,73.7125,heritage,30000,17.1
2025-12-25,Rishikesh,5064,30.0869,78.2676,spiritual,28000,18.1
2025-12-25,Munnar Hills,3404,10.0889,77.0595,eco,22000,15.5
2025-12-26,Goa Beach,7786,15.2993,73.9512,coastal,50000,15.6
2025-12-26,Taj Mahal,4782,27.1751,78.0421,heritage,40000,12.0
2025-12-26,Jaipur Fort,6020,26.9855,75.8513,heritage,35000,17.2
2025-12-26,Kerala Backwaters,2839,9.4981,76.3388,eco,25000,11.4
2025-12-26,Hampi Ruins,5848,15.335,76.46,heritage,20000,29.2
2025-12-26,Udaipur Lakes,5722,24.5854,73.7125,heritage,30000,19.1
2025-12-26,Rishikesh,3857,30.0869,78.2676,spiritual,28000,13.8
2025-12-26,Munnar Hills,3319,10.0889,77.0595,eco,22000,15.1
2025-12-27,Goa Beach,10286,15.2993,73.9512,coastal,50000,20.6
2025-12-27,Taj Mahal,7150,27.1751,78.0421,heritage,40000,17.9
2025-12-27,Jaipur Fort,8278,26.9855,75.8513,heritage,35000,23.7
2025-12-27,Kerala Backwaters,4683,9.4981,76.3388,eco,25000,18.7
2025-12-27,Hampi Ruins,6382,15.335,76.46,heritage,20000,31.9
2025-12-27,Udaipur Lakes,6502,24.5854,73.7125,heritage,30000,21.7
2025-12-27,Rishikesh,6307,30.0869,78.2676,spiritual,28000,22.5
2025-12-27,Munnar Hills,4130,10.0889,77.0595,eco,22000,18.8
2025-12-28,Goa Beach,11978,15.2993,73.9512,coastal,50000,24.0
2025-12-28,Taj Mahal,6888,27.1751,78.0421,heritage,40000,17.2
2025-12-28,Jaipur Fort,7240,26.9855,75.8513,heritage,35000,20.7
2025-12-28,Kerala Backwaters,4047,9.4981,76.3388,eco,25000,16.2
2025-12-28,Hampi Ruins,7702,15.335,76.46,heritage,20000,38.5
2025-12-28,Udaipur Lakes,7689,24.5854,73.7125,heritage,30000,25.6
2025-12-28,Rishikesh,7171,30.0869,78.2676,spiritual,28000,25.6
2025-12-28,Munnar Hills,3707,10.0889,77.0595,eco,22000,16.9
2025-12-29,Goa Beach,8052,15.2993,73.9512,coastal,50000,16.1
2025-12-29,Taj Mahal,5711,27.1751,78.0421,heritage,40000,14.3
2025-12-29,Jaipur Fort,5592,26.9855,75.8513,heritage,35000,16.0
2025-12-29,Kerala Backwaters,2882,9.4981,76.3388,eco,25000,11.5
2025-12-29,Hampi Ruins,5047,15.335,76.46,heritage,20000,25.2
2025-12-29,Udaipur Lakes,4779,24.5854,73.7125,heritage,30000,15.9
2025-12-29,Rishikesh,4409,30.0869,78.2676,spiritual,28000,15.7
2025-12-29,Munnar Hills,2839,10.0889,77.0595,eco,22000,12.9
2025-12-30,Goa Beach,7934,15.2993,73.9512,coastal,50000,15.9
2025-12-30,Taj Mahal,5250,27.1751,78.0421,heritage,40000,13.1
2025-12-30,Jaipur Fort,4696,26.9855,75.8513,heritage,35000,13.4
2025-12-30,Kerala Backwaters,2551,9.4981,76.3388,eco,25000,10.2
2025-12-30,Hampi Ruins,5042,15.335,76.46,heritage,20000,25.2
2025-12-30,Udaipur Lakes,5691,24.5854,73.7125,heritage,30000,19.0
2025-12-30,Rishikesh,4393,30.0869,78.2676,spiritual,28000,15.7
2025-12-30,Munnar Hills,2888,10.0889,77.0595,eco,22000,13.1
2025-12-31,Goa Beach,8576,15.2993,73.9512,coastal,50000,17.2
2025-12-31,Taj Mahal,5064,27.1751,78.0421,heritage,40000,12.7
2025-12-31,Jaipur Fort,5788,26.9855,75.8513,heritage,35000,16.5
2025-12-31,Kerala Backwaters,3055,9.4981,76.3388,eco,25000,12.2
2025-12-31,Hampi Ruins,4718,15.335,76.46,heritage,20000,23.6
2025-12-31,Udaipur Lakes,5324,24.5854,73.7125,heritage,30000,17.7
2025-12-31,Rishikesh,4471,30.0869,78.2676,spiritual,28000,16.0
2025-12-31,Munnar Hills,3353,10.0889,77.0595,eco,22000,15.2
2026-01-01,Goa Beach,8106,15.2993,73.9512,coastal,50000,16.2
2026-01-01,Taj Mahal,5027,27.1751,78.0421,heritage,40000,12.6
2026-01-01,Jaipur Fort,5049,26.9855,75.8513,heritage,35000,14.4
2026-01-01,Kerala Backwaters,3088,9.4981,76.3388,eco,25000,12.4
2026-01-01,Hampi Ruins,5824,15.335,76.46,heritage,20000,29.1
2026-01-01,Udaipur Lakes,4674,24.5854,73.7125,heritage,30000,15.6
2026-01-01,Rishikesh,4420,30.0869,78.2676,spiritual,28000,15.8
2026-01-01,Munnar Hills,2627,10.0889,77.0595,eco,22000,11.9
2026-01-02,Goa Beach,7118,15.2993,73.9512,coastal,50000,14.2
2026-01-02,Taj Mahal,4976,27.1751,78.0421,heritage,40000,12.4
2026-01-02,Jaipur Fort,5050,26.9855,75.8513,heritage,35000,14.4
2026-01-02,Kerala Backwaters,2553,9.4981,76.3388,eco,25000,10.2
2026-01-02,Hampi Ruins,5610,15.335,76.46,heritage,20000,28.1
2026-01-02,Udaipur Lakes,4797,24.5854,73.7125,heritage,30000,16.0
2026-01-02,Rishikesh,4065,30.0869,78.2676,spiritual,28000,14.5
2026-01-02,Munnar Hills,3232,10.0889,77.0595,eco,22000,14.7
2026-01-03,Goa Beach,10846,15.2993,73.9512,coastal,50000,21.7
2026-01-03,Taj Mahal,7010,27.1751,78.0421,heritage,40000,17.5
2026-01-03,Jaipur Fort,6846,26.9855,75.8513,heritage,35000,19.6
2026-01-03,Kerala Backwaters,3609,9.4981,76.3388,eco,25000,14.4
2026-01-03,Hampi Ruins,6605,15.335,76.46,heritage,20000,33.0
2026-01-03,Udaipur Lakes,7635,24.5854,73.7125,heritage,30000,25.4
2026-01-03,Rishikesh,6131,30.0869,78.2676,spiritual,28000,21.9
2026-01-03,Munnar Hills,4518,10.0889,77.0595,eco,22000,20.5
2026-01-04,Goa Beach,9054,15.2993,73.9512,coastal,50000,18.1
2026-01-04,Taj Mahal,8029,27.1751,78.0421,heritage,40000,20.1
2026-01-04,Jaipur Fort,8109,26.9855,75.8513,heritage,35000,23.2
2026-01-04,Kerala Backwaters,4764,9.4981,76.3388,eco,25000,19.1
2026-01-04,Hampi Ruins,6509,15.335,76.46,heritage,20000,32.5
2026-01-04,Udaipur Lakes,8131,24.5854,73.7125,heritage,30000,27.1
2026-01-04,Rishikesh,6024,30.0869,78.2676,spiritual,28000,21.5
2026-01-04,Munnar Hills,4255,10.0889,77.0595,eco,22000,19.3
2026-01-05,Goa Beach,8502,15.2993,73.9512,coastal,50000,17.0
2026-01-05,Taj Mahal,4830,27.1751,78.0421,heritage,40000,12.1
2026-01-05,Jaipur Fort,4754,26.9855,75.8513,heritage,35000,13.6
2026-01-05,Kerala Backwaters,3433,9.4981,76.3388,eco,25000,13.7
2026-01-05,Hampi Ruins,4917,15.335,76.46,heritage,20000,24.6
2026-01-05,Udaipur Lakes,4828,24.5854,73.7125,heritage,30000,16.1
2026-01-05,Rishikesh,4325,30.0869,78.2676,spiritual,28000,15.4
2026-01-05,Munnar Hills,2853,10.0889,77.0595,eco,22000,13.0
2026-01-06,Goa Beach,7038,15.2993,73.9512,coastal,50000,14.1
2026-01-06,Taj Mahal,5759,27.1751,78.0421,heritage,40000,14.4
2026-01-06,Jaipur Fort,4508,26.9855,75.8513,heritage,35000,12.9
2026-01-06,Kerala Backwaters,2685,9.4981,76.3388,eco,25000,10.7
2026-01-06,Hampi Ruins,4703,15.335,76.46,heritage,20000,23.5
2026-01-06,Udaipur Lakes,5433,24.5854,73.7125,heritage,30000,18.1
2026-01-06,Rishikesh,4614,30.0869,78.2676,spiritual,28000,16.5
2026-01-06,Munnar Hills,2953,10.0889,77.0595,eco,22000,13.4
2026-01-07,Goa Beach,6664,15.2993,73.9512,coastal,50000,13.3
2026-01-07,Taj Mahal,4861,27.1751,78.0421,heritage,40000,12.2
2026-01-07,Jaipur Fort,5544,26.9855,75.8513,heritage,35000,15.8
2026-01-07,Kerala Backwaters,3319,9.4981,76.3388,eco,25000,13.3
2026-01-07,Hampi Ruins,4969,15.335,76.46,heritage,20000,24.8
2026-01-07,Udaipur Lakes,5931,24.5854,73.7125,heritage,30000,19.8
2026-01-07,Rishikesh,4887,30.0869,78.2676,spiritual,28000,17.5
2026-01-07,Munnar Hills,3040,10.0889,77.0595,eco,22000,13.8
2026-01-08,Goa Beach,7245,15.2993,73.9512,coastal,50000,14.5
2026-01-08,Taj Mahal,5610,27.1751,78.0421,heritage,40000,14.0
2026-01-08,Jaipur Fort,4962,26.9855,75.8513,heritage,35000,14.2
2026-01-08,Kerala Backwaters,2713,9.4981,76.3388,eco,25000,10.9
2026-01-08,Hampi Ruins,5382,15.335,76.46,heritage,20000,26.9
2026-01-08,Udaipur Lakes,5782,24.5854,73.7125,heritage,30000,19.3
2026-01-08,Rishikesh,4250,30.0869,78.2676,spiritual,28000,15.2
2026-01-08,Munnar Hills,3248,10.0889,77.0595,eco,22000,14.8
2026-01-09,Goa Beach,7769,15.2993,73.9512,coastal,50000,15.5
2026-01-09,Taj Mahal,4976,27.1751,78.0421,heritage,40000,12.4
