tourist_id,spending_inr,duration_days,transport_mode,accommodation_type,group_type,segment
T03743,14791,3,car,budget,family,weekend
T03744,3621,1,bus,budget,couple,budget
T03745,4003,1,bus,budget,family,budget
T03746,57202,7,car,luxury,solo,luxury
T03747,7396,3,bus,budget,group,budget
T03748,78138,14,car,luxury,family,luxury
T03749,48013,5,flight,luxury,couple,luxury
T03750,48864,10,car,luxury,couple,luxury
T03751,14042,5,train,eco,couple,eco
T03752,6736,1,bus,budget,solo,budget
T03753,9961,5,bus,eco,solo,eco
T03754,5909,2,bus,budget,couple,budget
T03755,14116,2,train,budget,solo,weekend
T03756,4909,1,bus,budget,family,budget
T03757,14694,5,train,eco,couple,eco
T03758,11938,7,bus,eco,solo,eco
T03759,6331,3,car,budget,group,weekend
T03760,69356,10,car,luxury,solo,luxury
T03761,34580,14,car,luxury,couple,luxury
T03762,4177,1,train,budget,solo,budget
T03763,14507,4,train,eco,couple,eco
T03764,18170,5,train,eco,group,eco
T03765,42314,10,car,luxury,family,luxury
T03766,17195,4,bus,eco,family,eco
T03767,6754,3,bus,budget,family,budget
T03768,4987,3,bus,budget,family,budget
T03769,32027,5,flight,luxury,couple,luxury
T03770,9808,2,car,budget,family,weekend
T03771,6987,3,car,budget,family,weekend
T03772,6160,2,train,budget,couple,weekend
T03773,11448,3,train,budget,family,weekend
T03774,10401,5,bus,eco,solo,eco
T03775,12276,3,train,budget,solo,weekend
T03776,2093,3,train,budget,group,budget
T03777,14400,5,train,eco,group,eco
T03778,18023,7,bus,eco,family,eco
T03779,30920,7,flight,luxury,family,luxury
T03780,37070,5,flight,luxury,family,luxury
T03781,51446,14,flight,luxury,couple,luxury
T03782,10191,2,train,budget,family,weekend
T03783,68634,7,flight,luxury,group,luxury
T03784,56694,10,flight,luxury,group,luxury
T03785,13152,3,car,mid,couple,weekend
T03786,11294,2,car,mid,couple,weekend
T03787,12197,3,train,budget,family,weekend
T03788,10084,4,train,eco,family,eco
T03789,13121,2,car,budget,couple,weekend
T03790,32900,5,flight,luxury,family,luxury
T03791,8253,5,bicycle,eco,couple,eco
T03792,19428,5,train,eco,couple,eco
T03793,10353,3,train,budget,family,weekend
T03794,3796,1,train,budget,group,budget
T03795,77045,5,flight,luxury,couple,luxury
T03796,14283,7,bus,eco,group,eco
T03797,3017,2,train,budget,solo,budget
T03798,10884,4,bicycle,eco,couple,eco
T03799,68459,10,car,luxury,couple,luxury
T03800,7808,2,bus,budget,family,budget
T03801,10427,3,car,mid,family,weekend
T03802,13812,2,car,mid,family,weekend
T03803,6343,2,bus,budget,family,budget
T03804,47390,5,car,luxury,family,luxury
T03805,59308,14,flight,luxury,family,luxury
T03806,4015,3,bus,budget,couple,budget
T03807,15259,4,bicycle,eco,couple,eco
T03808,36509,14,flight,luxury,family,luxury
T03809,5420,2,bus,budget,group,budget
T03810,8218,2,train,mid,group,weekend
T03811,12887,3,car,budget,family,weekend
T03812,3359,1,bus,budget,group,budget
T03813,69158,5,car,luxury,family,luxury
T03814,14862,7,bicycle,eco,group,eco
T03815,5179,2,car,budget,couple,weekend
T03816,13405,2,car,budget,group,weekend
T03817,5673,3,train,budget,family,budget
T03818,2584,2,bus,budget,couple,budget
T03819,10309,3,car,budget,solo,weekend
T03820,4495,3,train,budget,family,budget
T03821,10312,5,train,eco,family,eco
T03822,17519,7,train,eco,group,eco
T03823,14010,3,car,budget,couple,weekend
T03824,11480,5,train,eco,family,eco
T03825,5888,1,train,budget,solo,budget
T03826,11953,5,train,eco,solo,eco
T03827,14658,2,train,mid,couple,weekend
T03828,15642,5,train,eco,couple,eco
T03829,6796,3,car,mid,solo,weekend
T03830,12944,2,car,mid,couple,weekend
T03831,5093,1,train,budget,family,budget
T03832,8402,7,bus,eco,couple,eco
T03833,12499,5,bus,eco,couple,eco
T03834,8913,2,train,mid,family,weekend
T03835,12924,5,bicycle,eco,couple,eco
T03836,4851,2,bus,budget,couple,budget
T03837,4868,3,train,budget,family,budget
T03838,6733,1,train,budget,solo,budget
T03839,43167,5,flight,luxury,solo,luxury
T03840,9633,5,bus,eco,group,eco
T03841,7990,3,car,budget,family,weekend
T03842,7681,1,train,budget,solo,budget
T03843,62514,7,flight,luxury,solo,luxury
T03844,36701,5,car,luxury,couple,luxury
T03845,8976,7,train,eco,family,eco
T03846,7086,3,train,budget,family,weekend
T03847,15177,5,train,eco,family,eco
T03848,8328,2,car,mid,family,weekend
T03849,12188,2,train,mid,couple,weekend
T03850,10447,3,car,budget,family,weekend
T03851,6928,3,train,budget,solo,budget
T03852,59183,5,flight,luxury,couple,luxury
T03853,8833,5,bus,eco,family,eco
T03854,12103,7,bus,eco,family,eco
T03855,52199,10,flight,luxury,group,luxury
T03856,13144,2,car,budget,couple,weekend
T03857,2764,1,bus,budget,solo,budget
T03858,18502,4,train,eco,family,eco
T03859,19608,4,train,eco,couple,eco
T03860,9578,2,car,budget,family,weekend
T03861,10317,2,car,mid,family,weekend
T03862,61354,5,car,luxury,solo,luxury
T03863,2470,1,train,budget,family,budget
T03864,18031,4,train,eco,couple,eco
T03865,18599,4,train,eco,couple,eco
T03866,4290,2,train,budget,family,budget
T03867,2472,2,bus,budget,couple,budget
T03868,3113,2,train,budget,family,budget
T03869,7559,3,train,mid,couple,weekend
T03870,8746,7,train,eco,family,eco
T03871,7140,1,bus,budget,couple,budget
T03872,18303,5,bus,eco,group,eco
T03873,14895,3,car,budget,couple,weekend
T03874,53314,7,flight,luxury,family,luxury
T03875,78872,10,car,luxury,family,luxury
T03876,47119,5,flight,luxury,family,luxury
T03877,79485,5,flight,luxury,family,luxury
T03878,4957,2,bus,budget,family,budget
T03879,52240,10,flight,luxury,family,luxury
T03880,7817,2,train,budget,solo,weekend
T03881,5206,2,train,budget,family,budget
T03882,56472,10,flight,luxury,couple,luxury
T03883,12225,2,car,mid,family,weekend
T03884,19742,4,bicycle,eco,family,eco
T03885,17556,4,train,eco,couple,eco
T03886,14863,5,train,eco,family,eco
T03887,34291,5,car,luxury,family,luxury
T03888,78896,7,car,luxury,family,luxury
T03889,12757,4,bus,eco,couple,eco
T03890,10383,2,car,budget,couple,weekend
T03891,12756,4,train,eco,group,eco
T03892,8666,4,bicycle,eco,family,eco
T03893,49476,5,flight,luxury,solo,luxury
T03894,4560,1,train,budget,family,budget
T03895,13601,5,bus,eco,family,eco
T03896,4340,2,bus,budget,family,budget
T03897,72439,14,flight,luxury,couple,luxury
T03898,14542,3,train,budget,family,weekend
T03899,9636,7,train,eco,family,eco
T03900,3039,3,bus,budget,family,budget
T03901,6141,3,bus,budget,couple,budget
T03902,11177,5,train,eco,couple,eco
T03903,8001,2,car,mid,family,weekend
T03904,11201,7,train,eco,family,eco
T03905,75266,10,flight,luxury,family,luxury
T03906,17135,5,train,eco,solo,eco
T03907,8409,2,car,mid,family,weekend
T03908,13330,2,car,mid,family,weekend
T03909,65125,5,car,luxury,couple,luxury
T03910,7947,3,bus,budget,group,budget
T03911,9680,2,car,mid,family,weekend
T03912,19856,7,train,eco,group,eco
T03913,8154,5,bus,eco,family,eco
T03914,61098,7,car,luxury,family,luxury
T03915,2002,1,bus,budget,family,budget
T03916,12413,7,train,eco,couple,eco
T03917,11796,5,bicycle,eco,group,eco
T03918,17206,5,bus,eco,couple,eco
T03919,5539,3,train,budget,family,weekend
T03920,18581,4,train,eco,couple,eco
T03921,35406,7,flight,luxury,family,luxury
T03922,30479,7,car,luxury,family,luxury
T03923,38601,14,flight,luxury,couple,luxury
T03924,42752,10,flight,luxury,couple,luxury
T03925,40768,14,car,luxury,family,luxury
T03926,13071,2,car,mid,family,weekend
T03927,65164,10,flight,luxury,family,luxury
T03928,5618,2,bus,budget,solo,budget
T03929,31369,7,flight,luxury,couple,luxury
T03930,17597,5,bus,eco,solo,eco
T03931,14516,5,bicycle,eco,couple,eco
T03932,10414,7,train,eco,family,eco
T03933,7347,2,bus,budget,family,budget
T03934,11276,2,train,budget,solo,weekend
T03935,43072,7,flight,luxury,solo,luxury
T03936,5274,3,train,budget,family,budget
T03937,18281,4,train,eco,couple,eco
T03938,14258,2,train,budget,group,weekend
T03939,15890,5,bus,eco,group,eco
T03940,7923,3,train,budget,family,budget
T03941,11487,4,train,eco,couple,eco
T03942,15334,4,bicycle,eco,couple,eco
T03943,65048,10,flight,luxury,couple,luxury
T03944,9571,2,car,budget,couple,weekend
T03945,8562,3,train,mid,couple,weekend
T03946,19188,4,train,eco,group,eco
T03947,67604,10,flight,luxury,couple,luxury
T03948,10944,2,car,budget,couple,weekend
T03949,14999,2,train,mid,family,weekend
T03950,6661,2,train,budget,solo,weekend
T03951,14459,7,train,eco,couple,eco
T03952,5934,3,bus,budget,solo,budget
T03953,3314,2,train,budget,family,budget
T03954,2988,1,bus,budget,couple,budget
T03955,14973,3,train,mid,family,weekend
T03956,12019,3,car,mid,couple,weekend
T03957,19026,4,bus,eco,family,eco
T03958,9237,2,train,budget,family,weekend
T03959,7780,1,bus,budget,couple,budget
T03960,4452,1,bus,budget,group,budget
T03961,15182,7,bicycle,eco,family,eco
T03962,18314,7,train,eco,couple,eco
T03963,69832,14,flight,luxury,couple,luxury
T03964,70895,5,flight,luxury,family,luxury
T03965,39549,10,car,luxury,group,luxury
T03966,18999,4,bicycle,eco,couple,eco
T03967,10647,5,train,eco,solo,eco
T03968,66793,14,flight,luxury,group,luxury
T03969,9018,2,car,budget,group,weekend
T03970,8792,2,car,mid,couple,weekend
T03971,12493,3,car,mid,group,weekend
T03972,75380,10,flight,luxury,family,luxury
T03973,12523,2,car,mid,couple,weekend
T03974,14128,2,car,budget,family,weekend
T03975,11803,4,bus,eco,family,eco
T03976,6126,2,bus,budget,couple,budget
T03977,13440,4,bus,eco,family,eco
T03978,52453,10,flight,luxury,family,luxury
T03979,5862,3,train,budget,group,budget
T03980,79588,14,car,luxury,couple,luxury
T03981,14657,4,bicycle,eco,solo,eco
T03982,4701,1,train,budget,group,budget
T03983,5668,3,train,budget,family,budget
T03984,13249,3,car,mid,family,weekend
T03985,14269,4,train,eco,family,eco
T03986,3012,3,bus,budget,family,budget
T03987,6719,3,train,budget,couple,budget
T03988,7689,1,train,budget,family,budget
T03989,8908,7,bus,eco,family,eco
T03990,9248,7,train,eco,couple,eco
T03991,9271,2,train,mid,couple,weekend
T03992,18722,4,train,eco,family,eco
T03993,47018,10,car,luxury,family,luxury
T03994,17477,7,train,eco,family,eco
T03995,9049,2,car,mid,couple,weekend
T03996,49491,14,flight,luxury,family,luxury
T03997,49567,7,flight,luxury,family,luxury
T03998,50627,7,car,luxury,family,luxury
T03999,7516,3,train,budget,family,budget
T04000,10475,4,bus,eco,family,eco
T04001,4597,1,train,budget,couple,budget
T04002,74980,14,car,luxury,solo,luxury
T04003,5893,3,bus,budget,family,budget
T04004,4243,1,train,budget,family,budget
T04005,16613,4,bus,eco,group,eco
T04006,2927,1,bus,budget,family,budget
T04007,6997,2,car,mid,family,weekend
T04008,17715,4,bicycle,eco,couple,eco
T04009,75672,10,flight,luxury,group,luxury
T04010,9507,4,train,eco,group,eco
T04011,49538,7,flight,luxury,couple,luxury
T04012,58202,10,flight,luxury,family,luxury
T04013,12423,3,car,budget,group,weekend
T04014,10085,2,car,mid,family,weekend
T04015,13255,7,bus,eco,group,eco
T04016,13412,7,train,eco,family,eco
T04017,4525,3,train,budget,couple,budget
T04018,7679,3,bus,budget,family,budget
T04019,58504,7,flight,luxury,couple,luxury
T04020,2201,3,train,budget,couple,budget
T04021,19024,5,bus,eco,family,eco
T04022,6704,3,car,mid,solo,weekend
T04023,19303,4,train,eco,family,eco
T04024,46273,14,car,luxury,group,luxury
T04025,18632,7,bicycle,eco,couple,eco
T04026,32579,7,flight,luxury,couple,luxury
T04027,15943,7,bus,eco,group,eco
T04028,13001,7,train,eco,family,eco
T04029,5056,2,car,mid,family,weekend
T04030,54179,14,car,luxury,couple,luxury
T04031,5415,2,car,budget,family,weekend
T04032,9168,3,train,budget,solo,weekend
T04033,78727,7,car,luxury,family,luxury
T04034,15461,5,bus,eco,family,eco
T04035,2942,2,train,budget,family,budget
T04036,4173,2,train,budget,family,budget
T04037,9224,5,train,eco,family,eco
T04038,3571,3,bus,budget,group,budget
T04039,11845,5,train,eco,couple,eco
T04040,15304,5,train,eco,solo,eco
T04041,10203,2,train,mid,couple,weekend
T04042,9805,3,train,budget,group,weekend
T04043,10807,3,car,mid,couple,weekend
T04044,13850,2,car,mid,family,weekend
T04045,9174,5,train,eco,couple,eco
T04046,59984,10,flight,luxury,couple,luxury
T04047,16720,7,bicycle,eco,group,eco
T04048,5846,1,bus,budget,couple,budget
T04049,78101,14,car,luxury,couple,luxury
T04050,18159,7,bus,eco,solo,eco
T04051,33254,5,flight,luxury,group,luxury
T04052,9681,7,train,eco,couple,eco
T04053,78899,7,flight,luxury,solo,luxury
T04054,2618,1,train,budget,couple,budget
T04055,3211,1,train,budget,couple,budget
T04056,5640,2,bus,budget,solo,budget
T04057,13432,2,car,mid,couple,weekend
T04058,17852,4,train,eco,couple,eco
T04059,56441,5,car,luxury,solo,luxury
T04060,13302,2,train,budget,solo,weekend
T04061,13671,3,car,mid,couple,weekend
T04062,61316,14,flight,luxury,group,luxury
T04063,11803,7,bicycle,eco,family,eco
T04064,4234,2,train,budget,group,budget
T04065,32624,10,flight,luxury,group,luxury
T04066,16358,5,train,eco,family,eco
T04067,11471,7,bus,eco,solo,eco
T04068,7619,3,bus,budget,couple,budget
T04069,2926,3,bus,budget,couple,budget
T04070,7145,2,train,budget,family,budget
T04071,32876,10,car,luxury,family,luxury
T04072,6191,3,train,mid,family,weekend
T04073,14443,7,bus,eco,solo,eco
T04074,13824,7,train,eco,couple,eco
T04075,11299,3,car,mid,group,weekend
T04076,70734,10,flight,luxury,couple,luxury
T04077,5790,2,bus,budget,family,budget
T04078,76240,5,flight,luxury,family,luxury
T04079,18975,5,bicycle,eco,group,eco
T04080,12925,3,train,mid,family,weekend
T04081,10642,4,bus,eco,family,eco
T04082,19711,7,bus,eco,family,eco
T04083,55906,7,flight,luxury,couple,luxury
T04084,2626,1,bus,budget,couple,budget
T04085,10185,3,car,budget,family,weekend
T04086,18979,5,train,eco,solo,eco
T04087,11619,4,bus,eco,couple,eco
T04088,3491,2,bus,budget,couple,budget
T04089,76029,5,flight,luxury,group,luxury
T04090,2937,1,bus,budget,family,budget
T04091,5403,3,train,budget,family,weekend
T04092,43513,7,flight,luxury,couple,luxury
T04093,5253,3,bus,budget,family,budget
T04094,14414,3,train,budget,family,weekend
T04095,9540,3,car,mid,couple,weekend
T04096,13846,3,car,mid,group,weekend
T04097,16496,5,train,eco,group,eco
T04098,64760,7,flight,luxury,couple,luxury
T04099,14422,2,car,budget,couple,weekend
T04100,34541,14,flight,luxury,couple,luxury
T04101,58338,5,flight,luxury,family,luxury
T04102,50633,7,flight,luxury,solo,luxury
T04103,13174,7,train,eco,group,eco
T04104,10267,3,car,mid,solo,weekend
T04105,11192,2,car,mid,group,weekend
T04106,3777,3,train,budget,couple,budget
T04107,5948,3,car,mid,family,weekend
T04108,9650,2,car,budget,family,weekend
T04109,16816,5,train,eco,family,eco
T04110,10489,2,train,budget,group,weekend
T04111,10317,3,train,budget,solo,weekend
T04112,4282,3,bus,budget,family,budget
T04113,9486,2,car,mid,family,weekend
T04114,63289,7,car,luxury,family,luxury
T04115,35284,5,flight,luxury,family,luxury
T04116,41737,14,car,luxury,family,luxury
T04117,77239,7,flight,luxury,couple,luxury
T04118,9232,5,bus,eco,couple,eco
T04119,45428,14,flight,luxury,family,luxury
T04120,4454,3,train,budget,solo,budget
T04121,3347,2,bus,budget,group,budget
T04122,38936,14,flight,luxury,family,luxury
T04123,6940,3,train,budget,family,budget
T04124,17508,5,bus,eco,group,eco
T04125,6549,3,bus,budget,family,budget
T04126,6990,3,car,budget,couple,weekend
T04127,12301,4,train,eco,couple,eco
T04128,13247,3,car,budget,group,weekend
T04129,5465,2,train,budget,couple,budget
T04130,18428,5,train,eco,family,eco
T04131,6405,3,car,budget,couple,weekend
T04132,8719,4,bus,eco,couple,eco
T04133,13324,2,train,budget,family,weekend
T04134,14129,2,car,budget,family,weekend
T04135,12448,4,bicycle,eco,couple,eco
T04136,14742,5,bus,eco,solo,eco
T04137,18390,7,bicycle,eco,couple,eco
T04138,6514,2,bus,budget,family,budget
T04139,18809,4,train,eco,couple,eco
T04140,42655,14,flight,luxury,solo,luxury
T04141,3906,2,bus,budget,family,budget
T04142,7558,3,train,budget,family,budget
T04143,8430,4,bicycle,eco,group,eco
T04144,7146,3,bus,budget,family,budget
T04145,7962,3,train,budget,family,weekend
T04146,3397,2,train,budget,family,budget
T04147,65489,10,car,luxury,solo,luxury
T04148,3229,3,bus,budget,solo,budget
T04149,40707,7,flight,luxury,family,luxury
T04150,10034,2,train,budget,group,weekend
T04151,31383,10,flight,luxury,couple,luxury
T04152,7642,3,car,mid,couple,weekend
T04153,2127,1,train,budget,family,budget
T04154,59968,14,car,luxury,family,luxury
T04155,74394,5,flight,luxury,family,luxury
T04156,9683,3,train,mid,solo,weekend
T04157,18879,4,bus,eco,family,eco
T04158,9226,7,bus,eco,solo,eco
T04159,10275,3,train,budget,family,weekend
T04160,7995,2,train,budget,group,budget
T04161,11783,7,bicycle,eco,family,eco
T04162,4139,2,train,budget,solo,budget
T04163,10528,2,train,budget,couple,weekend
T04164,6915,1,train,budget,couple,budget
T04165,8230,2,train,mid,group,weekend
T04166,13532,7,bus,eco,couple,eco
T04167,15940,5,train,eco,group,eco
T04168,18863,4,bicycle,eco,couple,eco
T04169,7266,1,train,budget,couple,budget
T04170,7413,1,bus,budget,family,budget
T04171,5640,3,bus,budget,solo,budget
T04172,4283,2,train,budget,family,budget
T04173,19694,5,train,eco,family,eco
T04174,8237,3,car,budget,group,weekend
T04175,62404,10,car,luxury,family,luxury
T04176,11165,2,train,budget,couple,weekend
T04177,14011,4,bicycle,eco,couple,eco
T04178,40140,10,car,luxury,family,luxury
T04179,35822,7,flight,luxury,family,luxury
T04180,7359,3,car,mid,solo,weekend
T04181,71047,7,flight,luxury,family,luxury
T04182,71933,14,car,luxury,family,luxury
T04183,12630,3,car,mid,family,weekend
T04184,4656,2,bus,budget,couple,budget
T04185,9505,4,bus,eco,group,eco
T04186,12541,3,car,mid,couple,weekend
T04187,4318,1,bus,budget,couple,budget
T04188,11055,5,train,eco,couple,eco
T04189,10688,3,car,budget,group,weekend
T04190,5115,3,train,budget,solo,budget
T04191,12305,7,train,eco,family,eco
T04192,32059,5,car,luxury,solo,luxury
T04193,65418,7,flight,luxury,solo,luxury
T04194,19108,5,train,eco,solo,eco
T04195,4621,3,train,budget,couple,budget
T04196,54777,14,flight,luxury,group,luxury
T04197,4417,2,train,budget,family,budget
T04198,33007,10,flight,luxury,family,luxury
T04199,7696,1,bus,budget,group,budget
T04200,10408,5,train,eco,family,eco
T04201,16991,7,train,eco,couple,eco
T04202,13272,4,train,eco,couple,eco
T04203,10241,2,car,budget,group,weekend
T04204,11680,3,train,mid,group,weekend
T04205,2935,3,train,budget,family,budget
T04206,58576,7,flight,luxury,solo,luxury
T04207,6026,2,car,mid,family,weekend
T04208,10247,5,bicycle,eco,couple,eco
T04209,65339,10,car,luxury,family,luxury
T04210,12236,5,bus,eco,group,eco
T04211,61002,7,flight,luxury,couple,luxury
T04212,4905,2,train,budget,family,budget
T04213,8796,2,car,budget,couple,weekend
T04214,11480,4,train,eco,family,eco
T04215,7604,1,train,budget,couple,budget
T04216,44632,5,flight,luxury,group,luxury
T04217,7879,3,train,budget,couple,budget
T04218,59827,7,flight,luxury,family,luxury
T04219,38372,10,flight,luxury,couple,luxury
T04220,4588,2,train,budget,group,budget
T04221,7681,3,car,budget,solo,weekend
T04222,2955,3,train,budget,couple,budget
T04223,54538,14,car,luxury,family,luxury
T04224,14890,2,train,budget,family,weekend
T04225,8926,2,train,mid,couple,weekend
T04226,74859,5,flight,luxury,solo,luxury
T04227,4531,2,bus,budget,family,budget
T04228,61923,7,flight,luxury,family,luxury
T04229,13710,2,car,mid,family,weekend
T04230,7868,2,bus,budget,family,budget
T04231,10637,2,train,mid,couple,weekend
T04232,32800,5,car,luxury,couple,luxury
T04233,3255,1,train,budget,solo,budget
T04234,13440,2,train,mid,group,weekend
T04235,10551,2,car,mid,family,weekend
T04236,3283,2,train,budget,family,budget
T04237,19663,5,bus,eco,couple,eco
T04238,7779,2,bus,budget,couple,budget
T04239,12528,3,train,mid,couple,weekend
T04240,11479,5,bus,eco,family,eco
T04241,8331,3,train,budget,group,weekend
T04242,9501,3,train,mid,family,weekend
T04243,79901,14,flight,luxury,family,luxury
T04244,66614,5,flight,luxury,solo,luxury
T04245,68814,10,flight,luxury,group,luxury
T04246,73375,7,car,luxury,couple,luxury
T04247,8922,4,train,eco,couple,eco
T04248,59756,7,flight,luxury,couple,luxury
T04249,9793,2,car,mid,solo,weekend
T04250,8083,5,bus,eco,couple,eco
T04251,6847,2,car,budget,family,weekend
T04252,9240,7,bicycle,eco,couple,eco
T04253,5464,1,train,budget,family,budget
T04254,61007,14,car,luxury,group,luxury
T04255,5332,3,car,budget,family,weekend
T04256,60065,7,flight,luxury,family,luxury
T04257,16544,5,train,eco,group,eco
T04258,2374,3,bus,budget,family,budget
T04259,48433,14,flight,luxury,group,luxury
T04260,16679,5,bus,eco,family,eco
T04261,51794,5,car,luxury,couple,luxury
T04262,9297,3,train,mid,solo,weekend
T04263,13154,7,bicycle,eco,couple,eco
T04264,17740,7,bus,eco,couple,eco
T04265,7622,1,train,budget,family,budget
T04266,3608,1,train,budget,solo,budget
T04267,3216,3,train,budget,group,budget
T04268,42116,10,flight,luxury,family,luxury
T04269,53237,7,flight,luxury,couple,luxury
T04270,7735,2,train,budget,family,budget
T04271,14665,3,train,mid,family,weekend
T04272,39497,7,flight,luxury,family,luxury
T04273,6656,3,bus,budget,couple,budget
T04274,59610,14,flight,luxury,couple,luxury
T04275,74124,7,flight,luxury,family,luxury
T04276,69109,5,flight,luxury,couple,luxury
T04277,65710,7,flight,luxury,family,luxury
T04278,18939,5,bus,eco,couple,eco
T04279,5842,3,train,mid,couple,weekend
T04280,4383,1,bus,budget,family,budget
T04281,11713,2,car,budget,couple,weekend
T04282,59437,5,flight,luxury,couple,luxury
T04283,72257,10,flight,luxury,couple,luxury
T04284,10650,3,train,budget,family,weekend
T04285,5870,3,bus,budget,family,budget
T04286,5121,1,bus,budget,family,budget
T04287,14670,2,car,mid,group,weekend
T04288,7987,2,car,mid,couple,weekend
T04289,33071,10,car,luxury,couple,luxury
T04290,11951,2,train,budget,couple,weekend
T04291,32232,14,flight,luxury,couple,luxury
T04292,7344,2,car,mid,group,weekend
T04293,7030,1,train,budget,couple,budget
T04294,70505,10,flight,luxury,group,luxury
T04295,8515,7,bicycle,eco,couple,eco
T04296,18450,7,train,eco,family,eco
T04297,11231,2,car,mid,family,weekend
T04298,62671,7,flight,luxury,couple,luxury
T04299,43158,5,flight,luxury,solo,luxury
T04300,9649,5,train,eco,couple,eco
T04301,58759,10,flight,luxury,family,luxury
T04302,5978,2,car,budget,family,weekend
T04303,55613,14,flight,luxury,group,luxury
T04304,5972,1,train,budget,couple,budget
T04305,9322,2,car,mid,couple,weekend
T04306,8017,4,train,eco,couple,eco
T04307,10050,4,bicycle,eco,solo,eco
T04308,8197,5,train,eco,group,eco
T04309,9394,3,train,budget,family,weekend
T04310,18655,7,bus,eco,family,eco
T04311,15438,7,bicycle,eco,family,eco
T04312,5877,3,train,budget,couple,budget
T04313,8396,3,train,mid,couple,weekend
T04314,8899,4,train,eco,family,eco
T04315,3095,1,train,budget,family,budget
T04316,44729,7,car,luxury,family,luxury
T04317,15414,7,train,eco,family,eco
T04318,19527,4,train,eco,solo,eco
T04319,9314,2,train,mid,group,weekend
T04320,11683,3,car,budget,group,weekend
T04321,10550,2,car,budget,group,weekend
T04322,5674,1,train,budget,solo,budget
T04323,13061,2,car,mid,couple,weekend
T04324,9772,2,train,budget,family,weekend
T04325,3041,2,train,budget,group,budget
T04326,7781,1,train,budget,group,budget
T04327,10699,7,train,eco,solo,eco
T04328,9477,5,train,eco,group,eco
T04329,40536,7,flight,luxury,couple,luxury
T04330,8841,3,train,mid,family,weekend
T04331,3468,1,train,budget,group,budget
T04332,17304,7,bicycle,eco,family,eco
T04333,2990,3,train,budget,couple,budget
T04334,10835,3,car,mid,group,weekend
T04335,4881,3,train,budget,solo,budget
T04336,4614,1,train,budget,group,budget
T04337,19581,4,train,eco,family,eco
T04338,47791,7,flight,luxury,solo,luxury
T04339,6017,1,train,budget,family,budget
T04340,9746,7,train,eco,couple,eco
T04341,75781,5,flight,luxury,family,luxury
T04342,8456,5,train,eco,group,eco
T04343,11712,5,train,eco,solo,eco
T04344,19900,4,train,eco,family,eco
T04345,78273,7,flight,luxury,couple,luxury
T04346,19523,4,bicycle,eco,solo,eco
T04347,14681,3,car,budget,family,weekend
T04348,10595,3,car,budget,family,weekend
T04349,3741,1,train,budget,couple,budget
T04350,17512,4,train,eco,family,eco
T04351,14936,5,train,eco,group,eco
T04352,13047,7,train,eco,group,eco
T04353,9375,2,train,budget,family,weekend
T04354,17440,4,bicycle,eco,family,eco
T04355,11402,3,train,budget,family,weekend
T04356,6557,3,train,budget,family,budget
T04357,6959,2,bus,budget,couple,budget
T04358,5031,1,bus,budget,family,budget
T04359,10497,3,car,mid,family,weekend
T04360,9039,4,bus,eco,couple,eco
T04361,13399,5,bicycle,eco,family,eco
T04362,2917,3,train,budget,solo,budget
T04363,19720,4,train,eco,group,eco
T04364,9900,2,train,mid,couple,weekend
T04365,8447,3,car,budget,family,weekend
T04366,8380,3,train,budget,couple,weekend
T04367,3536,2,train,budget,family,budget
T04368,14727,5,bus,eco,family,eco
T04369,6424,3,car,budget,family,weekend
T04370,8190,2,train,budget,couple,weekend
T04371,53565,14,flight,luxury,couple,luxury
T04372,64216,7,flight,luxury,couple,luxury
T04373,7774,3,car,budget,couple,weekend
T04374,9269,7,train,eco,solo,eco
T04375,5254,2,train,mid,group,weekend
T04376,61562,5,car,luxury,solo,luxury
T04377,14392,4,train,eco,group,eco
T04378,76087,10,car,luxury,family,luxury
T04379,7052,1,train,budget,family,budget
T04380,69659,10,flight,luxury,family,luxury
T04381,18040,4,bus,eco,family,eco
T04382,14194,2,car,mid,family,weekend
T04383,34973,14,flight,luxury,couple,luxury
T04384,56198,10,car,luxury,family,luxury
T04385,11394,3,car,budget,family,weekend
T04386,9085,3,car,budget,family,weekend
T04387,38600,5,car,luxury,solo,luxury
T04388,7814,3,bus,budget,couple,budget
T04389,7407,2,train,budget,couple,budget
T04390,6980,2,train,budget,solo,budget
T04391,10643,4,train,eco,couple,eco
T04392,10439,4,train,eco,couple,eco
T04393,2619,2,train,budget,family,budget
T04394,12369,3,train,budget,couple,weekend
T04395,10271,4,bicycle,eco,couple,eco
T04396,74650,10,flight,luxury,couple,luxury
T04397,10611,5,train,eco,group,eco
T04398,9179,2,car,mid,family,weekend
T04399,72127,5,car,luxury,couple,luxury
T04400,5009,1,train,budget,family,budget
T04401,19228,4,train,eco,solo,eco
T04402,13993,5,bicycle,eco,group,eco
T04403,7668,3,train,budget,family,weekend
T04404,7610,3,train,budget,family,weekend
T04405,7973,3,car,mid,family,weekend
T04406,16683,7,train,eco,family,eco
T04407,73529,5,flight,luxury,couple,luxury
T04408,7883,1,bus,budget,family,budget
T04409,16235,4,train,eco,couple,eco
T04410,5467,3,car,budget,family,weekend
T04411,5201,3,car,budget,group,weekend
T04412,9272,3,train,budget,family,weekend
T04413,4456,2,train,budget,group,budget
T04414,61847,5,car,luxury,family,luxury
T04415,17741,4,bus,eco,family,eco
T04416,15721,7,bus,eco,solo,eco
T04417,53634,14,car,luxury,family,luxury
